x,y
0.0,991.2073911526799
0.050002500125006254,999.0776480122747
0.10000500025001251,1004.0214895122552
0.15000750037501875,999.4013713715586
0.20001000050002501,1004.5997671506402
0.2500125006250313,1002.6306987954722
0.3000150007500375,1006.9352888751316
0.3500175008750438,1010.6439213832588
0.40002000100005003,1011.8718661895197
0.45002250112505626,1010.8235558216112
0.5000250012500626,1008.9041117912128
0.5500275013750688,1019.4975390921333
0.600030001500075,1014.0573020313225
0.6500325016250813,994.4863104294815
0.7000350017500876,1001.3223131034715
0.7500375018750938,997.9505445494173
0.8000400020001001,986.9269863236169
0.8500425021251063,992.4368109455405
0.9000450022501125,994.4778293286331
0.9500475023751188,990.6426372502114
1.000050002500125,991.202724854471
1.0500525026251313,994.5146289398214
1.1000550027501377,1007.2667421845116
1.1500575028751439,1003.0773746760349
1.20006000300015,1005.1588494567147
1.2500625031251564,1019.5118079312589
1.3000650032501626,1010.0538089797388
1.3500675033751688,1001.7676755425747
1.4000700035001752,1006.6753008013737
1.4500725036251814,1009.5152466951531
1.5000750037501875,1012.2758105295595
1.550077503875194,1005.9513643244372
1.6000800040002001,1008.633756910441
1.6500825041252063,1004.2754763187838
1.7000850042502127,1000.3144980250335
1.7500875043752189,1003.1528609496409
1.800090004500225,1002.4155676349875
1.8500925046252314,1000.4569939473517
1.9000950047502376,1012.0206551519375
1.9500975048752438,1015.9895318249183
2.00010000500025,998.8429744081402
2.0501025051252566,1015.0318888576649
2.1001050052502626,1028.8362669174253
2.150107505375269,1023.0871660249048
2.2001100055002754,1018.3227283832582
2.2501125056252813,1022.1140818582033
2.3001150057502877,1025.3785282898425
2.350117505875294,1021.1946843079279
2.4001200060003,1007.0685399984698
2.4501225061253065,1012.3169158105399
2.500125006250313,1010.4877441932083
2.550127506375319,1005.5731339845383
2.600130006500325,1012.4838551429224
2.6501325066253316,1012.8608860000703
2.7001350067503376,1004.8181230750955
2.750137506875344,1001.7186180415778
2.8001400070003504,1001.4960320930935
2.8501425071253563,996.7295913601731
2.9001450072503627,1001.5759525703528
2.950147507375369,996.4107070508663
3.000150007500375,1000.9586239621862
3.0501525076253815,1015.1240856999366
3.100155007750388,1011.7975857247171
3.150157507875394,1010.6570792501558
3.2001600080004002,1011.21176360748
3.2501625081254066,1013.5879350204078
3.3001650082504126,1010.0866011918184
3.350167508375419,1005.7231297602646
3.4001700085004254,1003.746758556707
3.4501725086254313,1005.34828343922
3.5001750087504377,1006.2992335243223
3.550177508875444,1004.4637729389406
3.60018000900045,998.5741710498545
3.6501825091254565,995.961050608373
3.700185009250463,1016.2180916811822
3.750187509375469,1018.9399513992008
3.8001900095004753,1021.6467599058283
3.8501925096254817,1018.676320287683
3.9001950097504876,1021.1630082362227
3.950197509875494,1032.563900325102
4.0002000100005,1034.5884570736453
4.050202510125507,1028.7948730340147
4.100205010250513,1029.0746318560575
4.150207510375519,1024.821008243851
4.200210010500525,1024.5538077424553
4.2502125106255315,1028.2117162004822
4.300215010750538,1020.7391977948732
4.350217510875544,1009.4005834755461
4.400220011000551,1013.2500904131462
4.450222511125556,1004.7605012856806
4.500225011250563,1010.5889920178246
4.550227511375569,1015.3578801729826
4.600230011500575,1011.501836401517
4.650232511625582,1012.6983319053953
4.700235011750588,1015.0239906171288
4.750237511875594,1021.7868750888842
4.8002400120006,1026.0861606695219
